booking_id,booking_date,user_id,flight_carrier_code,flight_origin_id,flight_dest_id,passengers,revenue
87,2024-10-27 22:01:39,2483,AS,14057,12892,4,1696.31
88,2025-06-28 09:41:57,23469,DL,15016,10397,4,2059.48
89,2024-08-31 17:16:34,1389,AS,14771,14869,1,315.72
90,2024-02-22 16:18:42,26225,AA,13930,12892,5,1559.03
91,2024-06-09 23:31:04,9008,UA,10397,12892,4,1265.73
92,2025-05-09 10:42:43,40145,DL,10397,12892,5,3002.97
93,2025-02-26 11:56:29,18988,AS,14057,12892,5,2021.28
94,2024-05-16 05:56:15,26123,NK,12892,13204,1,104.1
95,2024-07-15 00:30:24,29064,AS,14771,14869,2,839.95
96,2024-08-16 17:57:14,11746,NK,12892,11298,1,249.74
97,2025-05-14 00:39:07,33499,NK,13204,12892,3,384.36
98,2025-02-27 17:45:07,49333,B6,12478,10397,1,280.75
99,2025-04-26 17:06:22,48391,F9,11298,14107,3,679.08
100,2025-04-19 06:14:47,19255,DL,11433,12478,5,1288.48
101,2024-01-25 12:35:41,49924,F9,14107,11298,1,180.77
102,2024-05-05 07:45:17,20987,AS,14869,14771,1,366.06
103,2025-05-28 04:59:55,35603,UA,10397,12892,4,1708.79
104,2025-02-19 09:27:50,40097,B6,10397,12478,3,541.23
105,2025-02-14 08:00:03,24910,DL,10397,15016,3,905.22
106,2024-03-27 07:12:28,9574,DL,12266,10397,2,648.23
107,2025-07-31 06:25:37,48950,B6,12892,12478,3,742.42
108,2025-10-18 01:54:38,43716,AS,14057,14771,3,1101.84
109,2025-05-21 07:01:31,41930,AS,14057,14771,4,1044.5
110,2024-07-05 06:31:16,6259,UA,10397,12892,3,895.68
111,2025-04-02 12:57:44,28232,UA,12266,13930,5,3066.03
112,2024-04-20 02:29:53,35082,F9,11298,14107,4,806.04
113,2024-03-12 20:48:13,31522,AA,11298,13204,3,1726.01
114,2024-01-16 03:13:37,25742,DL,11433,13930,1,465.82
115,2024-06-29 03:02:05,10978,WN,13204,11298,2,447.54
116,2025-09-21 10:51:26,30401,WN,12266,13204,5,1440.41
117,2024-12-06 16:10:44,20202,DL,10397,12892,2,1262.87
118,2025-01-28 08:44:21,23987,B6,14107,13204,5,987.39
119,2024-12-20 03:49:37,35021,AA,11298,12892,3,1024.84
120,2024-06-07 21:16:25,12677,DL,11433,13930,4,2308.19
121,2025-06-18 13:42:13,4276,AA,13930,12892,1,386.56
122,2024-07-29 03:16:13,5507,DL,15016,10397,1,437.8
123,2024-02-21 14:43:08,6107,AA,11298,12892,2,742.23
124,2025-03-08 15:39:17,23892,B6,13204,14107,2,731.71
125,2024-05-15 20:01:47,29662,NK,12478,13204,5,931.5
126,2024-10-16 19:10:04,15361,NK,13204,14107,1,222.16
127,2024-11-26 08:03:57,21217,DL,11193,12892,2,642.97
128,2024-02-22 01:38:07,40790,AS,14869,14771,1,265.45
129,2025-08-26 14:57:22,49668,DL,15016,10397,5,2400.46
130,2024-05-22 21:33:03,30759,AA,12892,10397,5,1233.28
131,2025-09-21 09:48:45,11331,NK,13204,14107,1,215.95
132,2024-05-10 05:20:12,32460,WN,12892,14107,1,167.29
133,2024-12-05 11:31:43,40970,UA,10397,13930,2,1092.25
134,2025-05-15 22:26:30,33044,NK,13204,12892,5,1176.19
135,2025-05-16 20:47:59,26675,NK,12478,13204,3,572.9
136,2025-05-25 15:40:30,43352,WN,12892,11298,5,747.66
137,2025-07-09 13:45:53,19052,AA,13930,12892,1,502.94
138,2024-05-04 01:01:41,44961,WN,13303,12478,3,747.51
139,2024-07-16 19:13:26,23316,AA,12892,14107,1,377.06
140,2025-04-12 14:39:20,26618,UA,10397,12892,2,1086.78
141,2024-05-19 21:41:39,31559,F9,14869,13204,2,294.42
142,2024-03-26 06:07:31,40845,DL,10397,15016,3,875.76
143,2025-01-18 02:52:54,24020,F9,12892,14869,3,286.38
144,2025-10-14 14:48:47,21281,NK,12892,11298,2,187.36
145,2024-05-31 16:55:04,25900,B6,14107,13204,5,1168.77
146,2024-06-14 18:24:40,39215,DL,11433,13930,1,600.76
147,2024-03-06 17:23:46,30706,DL,15016,10397,2,1246.95
148,2025-07-29 17:18:27,48395,AA,11298,12266,3,993.91
149,2024-08-14 12:11:40,26496,NK,12892,11298,5,1193.93
150,2025-07-24 07:39:08,41437,NK,13204,14107,2,452.84
151,2024-12-12 18:03:26,20566,NK,13204,12892,1,222.45
152,2025-01-17 10:17:25,34956,WN,12892,14107,3,993.19
153,2025-05-21 05:37:42,44815,F9,13930,14869,2,450.51
154,2025-02-10 11:40:22,43399,WN,11298,12892,3,912.09
155,2024-09-13 01:33:09,4036,AS,14057,14771,5,1738.38
156,2025-01-21 04:03:45,23078,B6,12478,14771,3,580.49
157,2024-02-27 13:41:59,29981,AS,14869,14771,2,757.01
158,2025-06-29 16:58:16,22674,B6,13204,12478,1,330.14
159,2024-10-14 09:44:58,16638,AA,12892,14107,3,1742.28
160,2025-06-30 03:58:53,28008,B6,12478,10397,4,1696.09
161,2025-05-17 16:48:01,33683,B6,12478,13204,4,757.4
162,2024-01-17 21:37:32,27071,AS,14771,12892,5,1014.48
163,2025-02-12 23:19:38,42121,AA,13204,10397,2,667.75
164,2024-06-08 11:51:43,37014,AS,12892,14771,4,1202.05
165,2025-08-11 21:54:14,36008,AA,11298,12892,5,2810.71
166,2025-07-09 02:17:38,43195,AS,14771,14869,2,869.11
167,2024-07-15 09:18:38,16004,NK,10397,13204,4,436.18
168,2024-10-08 13:50:31,36931,AS,14057,13930,3,1351.82
169,2025-06-04 14:58:45,5444,UA,14771,12266,3,849.26
170,2024-09-05 09:12:48,15256,UA,13930,14771,1,365.96
171,2024-11-06 09:27:17,3746,UA,12892,14771,5,2469.51
172,2024-02-08 03:02:24,46145,UA,10397,12892,3,750.12
173,2025-02-16 00:20:56,36418,DL,10397,13303,4,1903.75
174,2025-09-06 23:16:00,49179,NK,13204,14107,3,750.95
175,2024-04-18 23:29:43,7760,AA,13930,11298,1,244.36
176,2025-05-03 11:04:13,44661,AS,12892,14057,1,485.6
177,2025-06-10 07:09:41,17229,WN,10397,13204,4,1069.18
178,2024-03-13 16:49:23,9393,F9,14869,13930,4,685.47
179,2024-06-12 04:34:01,37386,UA,12892,14771,1,360.86
180,2025-07-13 14:30:29,33560,UA,12266,13930,1,306.12
181,2024-12-19 05:38:26,8817,AS,12892,14057,4,1192.01
182,2024-12-13 10:15:11,31755,WN,12266,13204,4,638.49
183,2025-08-29 16:06:06,14764,B6,10397,12478,3,1089.85
184,2024-09-12 14:59:29,23530,F9,11298,14107,3,475.25
185,2024-12-14 09:21:42,3290,B6,10397,12478,2,503.83
186,2025-01-16 16:14:02,18978,AS,14771,14869,5,1420.19
187,2024-02-08 06:28:30,9191,AA,13930,11298,4,2003.45
188,2025-06-15 01:15:46,37862,DL,12266,10397,5,1824.96
189,2024-11-21 12:39:35,9931,NK,13204,10397,2,472.15
190,2025-04-24 15:11:02,11477,AS,14771,13930,2,977.04
191,2024-09-21 17:34:28,29406,B6,12478,14107,3,741.78
192,2024-09-24 18:31:43,19394,AA,11298,12266,4,2428.89
193,2025-01-30 12:23:21,12436,UA,14771,12266,3,982.93
194,2024-10-24 12:31:21,11261,AS,14771,13930,2,911.44
195,2025-10-19 06:04:49,38685,WN,12892,14107,1,170.41
196,2024-06-13 01:03:52,11787,AS,14057,12892,2,881.85
197,2025-03-07 08:51:53,25903,AS,14057,14771,1,386.98
198,2025-01-26 02:40:49,48207,AS,14057,12892,2,422.51
199,2025-01-07 14:18:38,25811,WN,14107,12892,3,680.79
200,2024-02-24 13:04:10,46962,AS,14057,14771,5,2258.42
201,2024-04-25 11:57:53,6010,NK,13204,10397,3,571.49
202,2024-10-24 23:09:45,36153,DL,14869,11433,5,3003.14
203,2025-09-20 18:36:11,10268,NK,13204,10397,2,486.55
204,2025-05-15 13:45:04,36278,DL,14869,11433,5,1592.62
205,2025-02-07 02:45:29,9398,DL,14869,11433,4,2250.22
206,2024-10-02 06:40:07,34607,DL,15016,10397,2,1011.87
207,2025-08-27 16:04:31,37854,WN,12892,11298,1,239.53
208,2025-06-12 18:59:12,27557,UA,12266,12892,1,392.59
209,2024-12-05 02:56:57,5857,NK,12892,11298,5,1084.34
210,2024-10-31 03:57:52,33564,NK,12892,13204,4,693.34
211,2024-12-28 20:18:08,23216,WN,12266,13204,5,1447.36
212,2024-03-17 04:32:28,46781,F9,10397,14869,5,889.9
213,2024-05-20 16:05:13,3595,AA,11298,12266,4,2010.61
214,2025-09-28 21:24:59,8907,AA,11298,13204,5,1265.76
215,2024-02-12 12:48:20,24222,F9,10397,14869,5,1305.44
216,2024-05-10 20:32:03,21461,AA,11298,12266,3,955.07
217,2024-05-17 17:24:15,29173,F9,14869,13204,3,731.6
218,2025-07-02 07:30:40,26686,F9,14869,13204,5,593.01
219,2024-06-02 12:11:17,42085,AS,14771,14869,3,1011.37
220,2024-10-22 07:02:05,25814,DL,10397,15016,5,1291.77
221,2024-03-16 19:25:41,46561,WN,14107,12892,4,640.48
222,2024-12-13 08:28:34,29821,B6,12478,13204,3,998.92
223,2025-04-15 02:20:30,35459,B6,12892,12478,2,882.58
224,2024-05-29 14:14:16,29709,NK,12892,11298,2,313.41
225,2024-02-05 19:16:32,29698,UA,13930,14771,4,2413.26
226,2024-03-16 06:41:16,39868,F9,14107,11298,4,360.44
227,2024-07-31 13:08:05,14818,F9,13930,14869,5,1076.15
228,2025-03-21 09:03:32,18282,UA,12266,12892,1,384.21
229,2024-07-24 14:48:08,37964,DL,15016,10397,1,357.32
230,2025-05-12 20:17:49,5148,AS,14771,14869,1,385.87
231,2025-09-16 18:17:24,10288,DL,11433,12478,4,1243.29
232,2025-10-18 09:42:19,39302,UA,12478,13930,3,1070.86
233,2024-05-07 05:44:28,16915,DL,12266,10397,2,782.13
234,2024-01-29 01:20:48,34487,AA,12892,10397,3,1604.59
235,2025-03-07 10:32:31,42725,AA,11298,12266,4,1195.04
236,2024-06-17 02:19:21,34645,UA,14771,13930,2,718.79
237,2024-03-22 12:52:32,36786,AS,14057,14771,1,379.48
238,2024-04-22 09:03:30,20098,UA,13930,12478,4,1190.42
239,2024-02-04 10:47:13,30487,UA,14771,12266,1,441.35
240,2024-07-16 02:52:46,18789,AA,11298,13204,3,1825.57
241,2025-05-02 03:50:53,42123,AS,14057,12892,5,1630.15
242,2025-04-04 17:43:57,9695,WN,13204,11298,2,567.83
243,2025-02-09 00:26:13,39024,DL,10397,15016,2,1120.37
244,2025-07-30 20:21:18,25006,AS,14057,14771,5,1545.99
245,2025-08-22 10:29:40,30654,DL,15016,10397,2,1123.84
246,2024-10-04 23:39:09,42219,AS,14771,14057,1,289.13
247,2025-10-20 00:31:47,12691,NK,12892,13204,3,518.52
248,2024-03-26 01:39:10,38539,DL,13930,12478,5,2914.23
249,2025-01-01 06:44:36,35968,WN,12892,14107,3,545.75
250,2024-03-06 09:48:08,33426,AA,12892,14107,3,1516.14
251,2024-11-21 19:10:10,32836,AA,12892,10397,2,736.27
252,2024-02-09 23:21:19,29594,F9,14869,10397,2,256.42
253,2024-09-20 13:11:41,39090,B6,13204,14107,1,185.9
254,2025-01-13 20:05:14,5752,UA,12266,12892,2,1184.88
255,2025-07-31 14:27:48,42528,NK,13204,10397,1,178.81
256,2025-09-01 20:59:46,44718,NK,10397,13204,5,1011.73
257,2024-04-10 16:33:40,4581,WN,13204,12892,1,331.58
258,2025-05-18 02:03:45,3348,AA,12892,10397,2,806.53
259,2025-07-22 19:34:08,22333,F9,10397,14869,1,150.9
260,2024-04-12 21:01:23,38390,F9,14869,10397,5,1321.2
261,2024-08-19 14:11:53,44483,F9,13930,14869,3,586.35
262,2024-01-22 00:04:48,19100,F9,14869,12892,4,1020.67
263,2024-03-24 07:08:04,19604,WN,13204,12892,4,1050.24
264,2025-04-12 17:28:02,39814,WN,13204,11298,1,195.01
265,2024-10-05 22:48:53,11685,B6,13204,14107,1,323.12
266,2025-07-01 00:37:44,49516,AA,11298,12892,4,2042.0
267,2025-04-04 22:48:01,8507,AS,14771,14057,3,798.9
268,2025-05-15 01:42:31,45497,F9,13930,14869,3,661.21
269,2025-03-06 15:47:25,25388,B6,12478,12892,1,338.77
270,2024-05-06 02:07:18,49414,AA,11298,12892,4,1241.21
271,2024-04-03 13:47:42,1818,B6,14107,13204,3,948.58
272,2024-04-18 09:04:51,45550,WN,14107,12892,5,738.56
273,2024-07-03 06:16:46,2652,AS,14057,13930,3,1207.35
274,2025-04-16 07:23:17,16928,NK,12892,11298,5,1155.96
275,2025-01-06 00:10:05,19976,F9,11298,14107,2,256.95
276,2024-10-13 20:24:36,14623,UA,12266,12892,3,1110.76
277,2025-04-23 20:23:31,8788,AS,14057,13930,5,1030.29
278,2024-09-22 04:01:14,8206,AS,14869,14771,4,1970.13
279,2025-03-14 19:52:21,7469,WN,14107,12892,2,323.89
280,2025-04-25 22:14:46,26720,B6,13204,12478,1,208.41
281,2025-04-08 01:34:19,32121,AS,12892,14771,1,255.67
282,2025-06-04 13:10:02,6616,B6,14107,13204,5,1033.16
283,2025-04-05 19:46:56,36100,F9,13204,14869,2,407.16
284,2024-07-13 20:42:32,43884,AA,13930,12892,3,1628.31
285,2024-01-06 19:49:33,22085,AA,12892,14107,1,507.68
286,2024-05-27 15:18:57,4088,DL,12266,10397,4,2426.35
287,2024-03-30 01:41:31,27346,DL,15016,10397,4,1452.72
288,2025-03-04 07:47:10,22607,AS,14771,12892,2,492.22
289,2024-06-30 22:01:30,15216,DL,13930,12478,2,890.32
290,2024-03-25 04:04:50,41868,AS,12892,14771,5,1007.13
291,2024-08-19 03:09:09,29259,WN,11298,12892,2,437.2
292,2024-05-24 05:38:24,44114,AS,14771,14869,3,1477.71
293,2024-03-10 10:36:28,30769,AS,14057,14771,1,240.13
294,2025-03-10 15:04:18,11491,AS,14771,13930,2,905.86
295,2024-12-14 19:02:48,49404,AA,12892,14107,2,828.91
296,2025-03-23 05:16:35,27456,NK,12478,13204,4,338.96
297,2025-01-01 02:30:24,48689,F9,14869,10397,3,824.53
298,2025-02-10 03:27:50,7594,UA,13930,12478,1,626.43
299,2025-01-25 08:52:55,44381,AS,14057,12892,3,712.42
300,2025-04-02 21:00:47,28687,B6,12478,13204,2,808.89
301,2025-05-09 21:53:26,3364,WN,14107,12892,5,1280.59
302,2025-07-21 21:33:23,3166,UA,10397,12892,3,1328.61
303,2024-07-19 22:49:07,15003,WN,12892,14107,2,548.17
304,2024-08-05 07:21:57,24080,DL,11193,12892,4,1389.1
305,2024-07-21 10:34:04,30761,AA,12892,10397,1,244.66
306,2024-08-17 13:44:37,32126,NK,12892,13204,2,516.33
307,2024-06-29 05:31:37,14631,WN,13303,12478,3,597.07
308,2025-02-10 17:02:34,7202,DL,15016,10397,5,1623.26
309,2024-01-04 07:17:58,13298,AS,12892,14771,5,1364.33
310,2025-08-19 08:49:27,34226,F9,14869,10397,1,111.78
311,2024-12-27 04:23:53,40068,F9,14869,13204,2,335.39
312,2025-07-01 19:55:34,14440,AS,14057,13930,5,1447.47
313,2024-02-13 13:04:50,4048,B6,12478,14771,2,819.59
314,2024-03-19 20:02:18,36283,WN,11298,12892,4,1195.94
315,2025-10-14 20:07:30,24386,AA,12892,10397,4,987.06
316,2024-10-30 17:18:29,32323,AS,14771,13930,2,746.96
317,2025-05-14 18:21:31,30603,WN,11298,13204,3,1029.79
318,2024-03-21 07:21:41,8916,B6,12892,12478,5,1414.48
319,2025-02-22 21:17:38,29133,F9,14869,10397,2,461.2
320,2024-09-16 06:02:20,17757,AA,12892,10397,5,1591.35
321,2025-08-03 14:07:35,28609,AS,14771,14869,3,1006.11
322,2025-05-21 08:03:31,12292,WN,12892,11298,2,642.36
323,2025-09-09 14:00:51,28331,B6,13204,14107,3,690.89
324,2025-10-31 00:59:11,11403,F9,14869,13204,4,1056.33
325,2024-01-04 11:32:42,43810,AS,14057,13930,3,1064.56
326,2024-08-03 01:42:49,31371,F9,10397,14869,5,616.86
327,2025-07-08 14:45:03,35543,B6,14107,13204,5,1269.39
328,2024-06-16 00:57:56,14399,WN,14107,12892,5,800.76
329,2025-06-21 21:44:24,28366,UA,14771,12266,3,1426.75
330,2025-01-03 02:35:03,45845,F9,10397,14869,5,1093.6
331,2024-10-07 08:51:12,18155,F9,14869,13930,2,364.14
332,2025-10-12 06:25:52,29306,B6,12478,10397,4,1184.42
333,2024-08-13 17:09:29,11909,AS,12892,14057,1,276.1
334,2025-02-21 00:16:15,30605,AA,12478,13930,2,484.79
335,2024-09-04 02:18:12,38275,UA,12478,13930,3,1880.22
336,2025-04-15 06:14:28,22870,DL,15016,10397,1,259.62
337,2024-03-07 16:55:33,13097,AS,14057,13930,5,2154.19
338,2024-05-24 04:18:47,23972,AA,13930,12892,5,2782.7
339,2025-04-17 05:19:18,37913,F9,14869,12892,3,349.87
340,2024-11-08 16:15:27,31766,UA,12266,13930,1,481.37
341,2024-04-10 08:30:50,42013,WN,11298,13204,2,632.79
342,2025-08-28 16:24:45,13900,B6,14107,13204,5,2053.34
343,2024-11-01 02:36:10,13585,F9,10397,14869,5,1257.16
344,2024-09-20 19:20:09,8976,WN,13204,11298,2,632.94
345,2025-01-23 10:56:06,47642,WN,12266,13204,5,961.83
346,2025-10-04 04:51:48,40942,UA,12892,14771,1,349.2
347,2024-10-11 14:07:04,2827,F9,14869,12892,3,476.1
348,2024-10-26 02:39:37,32336,WN,11298,12892,3,554.37
349,2025-02-14 07:05:11,27969,UA,10397,12892,5,2380.01
350,2025-07-18 09:20:54,1406,AA,11298,12266,5,1796.58
351,2025-08-14 22:38:10,14115,F9,14869,13930,4,962.16
352,2025-03-10 19:16:22,16095,AA,11298,12892,5,2303.45
353,2024-08-16 22:23:31,28564,DL,10397,13303,4,1818.77
354,2024-05-17 00:42:29,35003,UA,13930,12478,1,281.92
355,2024-09-01 09:09:08,6500,AS,14771,13930,3,681.51
356,2024-03-22 02:41:35,14652,NK,13204,10397,4,898.41
357,2025-02-01 21:44:36,9778,WN,13204,12892,4,834.42
358,2025-09-05 11:12:08,5746,AA,13204,10397,3,784.46
359,2024-03-21 06:18:41,6388,WN,14107,12892,3,926.78
360,2024-05-06 12:15:48,38205,DL,14869,11433,4,2461.25
361,2025-03-16 06:12:19,46880,AA,11298,13204,2,1048.6
362,2024-12-17 04:10:46,23704,F9,14869,12892,1,217.58
363,2024-08-08 14:52:43,28529,AS,14771,14869,4,881.5
364,2025-03-23 16:45:59,2990,DL,11193,12892,1,421.37
365,2024-10-30 21:19:52,1803,AA,13930,12892,2,872.04
366,2025-01-31 09:51:59,22742,UA,12478,13930,3,982.97
367,2024-08-05 16:43:36,7807,UA,10397,13930,3,1276.78
368,2024-10-22 12:19:43,15771,AA,12892,14107,1,335.62
369,2024-12-12 20:28:46,33723,B6,12478,10397,3,1241.93
370,2025-09-30 10:00:16,40717,F9,13204,14869,2,321.04
371,2024-08-21 00:39:50,27322,UA,13930,14771,1,387.65
372,2024-06-03 20:55:14,12253,WN,12266,13204,3,948.22
373,2025-05-26 14:40:29,41743,F9,14107,11298,2,499.81
374,2025-07-21 15:23:01,5142,NK,12892,11298,2,358.83
375,2024-02-17 22:54:28,10406,WN,14107,12892,2,634.04
376,2024-03-09 09:26:03,35131,WN,11298,12892,3,847.25
377,2024-03-25 00:35:31,46463,AS,14771,12892,4,1427.4
378,2024-12-24 05:26:56,43745,UA,10397,12892,2,1187.78
379,2025-08-02 22:39:11,45707,AS,14057,13930,1,293.9
380,2024-11-03 20:04:27,38641,UA,13930,12478,3,1886.76
381,2025-04-02 20:14:50,12884,B6,12892,12478,5,1210.59
382,2025-09-23 11:14:38,27805,AS,12892,14057,1,274.46
383,2024-02-16 23:00:30,13649,DL,11433,13930,3,1933.83
384,2024-10-09 19:50:55,1120,AA,12478,11298,5,1187.52
385,2024-03-12 22:12:31,44698,AS,14771,14057,5,1997.39
386,2024-10-17 16:01:23,40857,AA,13204,10397,2,525.89
387,2025-02-15 06:31:26,49997,AS,12892,14771,3,1224.67
388,2025-09-18 06:30:04,34450,B6,12478,10397,4,1019.82
389,2025-04-25 10:03:46,11502,WN,13303,12478,2,310.73
390,2024-04-14 13:46:19,5092,NK,12478,13204,3,764.76
391,2025-01-07 19:52:59,36139,AS,14771,12892,4,829.75
392,2024-05-23 23:07:35,21465,B6,12478,13204,3,912.71
393,2025-10-15 20:55:48,7975,AS,12892,14057,1,381.11
394,2025-10-13 07:14:35,48495,AS,14771,12892,3,1483.51
395,2024-02-21 12:39:02,4569,WN,13204,12892,5,665.49
396,2025-07-11 23:18:55,17394,B6,13204,14107,2,386.37
397,2024-02-17 13:52:18,5162,WN,12892,11298,2,475.95
398,2024-10-20 06:08:39,47490,AA,12478,13930,3,1850.5
399,2025-06-22 13:05:34,47466,AA,12892,10397,4,2249.93
400,2025-07-25 19:03:53,36323,AA,12892,14107,5,1515.41
401,2024-08-27 18:55:10,47499,B6,14107,13204,3,807.81
402,2024-09-12 20:29:46,42748,AS,14771,14057,5,2215.78
403,2025-10-25 22:41:45,2463,B6,10397,12478,1,240.87
404,2024-12-08 19:25:59,48655,DL,15016,10397,3,1302.63
405,2024-09-10 03:41:33,29817,UA,12478,13930,1,313.23
406,2025-07-26 22:24:35,42678,NK,13204,10397,4,993.09
407,2024-02-11 14:18:19,28609,AS,14057,14771,4,983.97
408,2024-05-10 19:42:29,16147,B6,12478,14771,1,220.59
409,2024-12-15 23:25:58,42638,UA,12266,13930,5,2930.66
410,2025-07-14 04:16:30,42624,F9,14107,11298,4,989.13
411,2024-06-29 02:36:57,5451,F9,13204,14869,4,431.28
412,2025-08-20 23:16:07,36885,AS,14057,14771,4,1530.55
413,2024-04-04 17:36:57,19102,B6,12478,14107,4,1136.64
414,2024-10-30 15:13:19,15961,AS,12892,14057,3,1483.78
415,2025-05-19 09:02:11,5780,AA,13930,12892,1,549.82
416,2024-06-02 09:44:20,40074,UA,13930,14771,2,1086.74
